scorer,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000
bodyparts,B1,B1,B1,B2,B2,B2,B3,B3,B3,B4,B4,B4,T1,T1,T1,T2,T2,T2,T3,T3,T3,T4,T4,T4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,672.6808679103851,390.22726798057556,1.0,690.3676007986069,342.8316180706024,1.0,672.2209143638611,392.388121843338,0.000976722571067512,609.1577014923096,397.28307592868805,0.9999998807907104,652.9660516381264,333.0588791370392,0.9999998807907104,671.2592737674713,288.11018776893616,0.9999998807907104,603.9469950385392,296.2706079483032,0.9999998807907104,583.7456600666046,341.6226849555969,1.0
1,677.5175913572311,391.1577832698822,1.0,693.2304314374924,342.5887486934662,1.0,675.911078453064,393.42941093444824,0.0015999524621292949,613.6451486349106,398.6147301197052,0.9999997615814209,657.8557415008545,336.98223304748535,1.0,675.8052307963371,289.84408688545227,1.0,607.1856713294983,297.8623113632202,0.9999996423721313,588.5159732103348,345.13689661026,0.9999998807907104
2,682.0509008169174,395.0436685681343,0.9999995231628418,697.4630782604218,345.32065200805664,0.9999957084655762,608.6563568115234,303.9924213886261,0.0015726861311122775,617.8355696201324,400.5679762363434,0.9999997615814209,663.0112743377686,341.2945053577423,1.0,680.1726937294006,291.76799704134464,1.0,609.9976212978363,299.94995503500104,0.9999998807907104,592.7820017337799,348.1275968551636,1.0
3,686.612184047699,396.5673357248306,0.9999998807907104,702.056622505188,347.1432760357857,0.9999980926513672,686.4969062805176,400.5227746963501,0.0015868216287344694,621.7997275590897,402.5590442419052,1.0,667.7317977249622,344.2789354324341,1.0,684.1311063319445,293.51642370224,1.0,614.0153732299805,301.49015748500824,1.0,596.6411143541336,350.2512731552124,1.0
4,690.4963126182556,398.32804679870605,1.0,705.343802690506,347.8644511848688,0.9999996423721313,689.3525524139404,401.91553473472595,0.0020488600712269545,626.0479792356491,404.6695598959923,1.0,671.0017266273499,347.24870616197586,1.0,687.0655982494354,295.0030846595764,1.0,617.3473944664001,302.05189657211304,0.9999997615814209,599.9395129680634,352.8788604736328,1.0
5,694.0303990840912,399.53063011169434,1.0,708.602302968502,348.5970032811165,0.9999994039535522,692.5254402160645,402.6849617958069,0.001769831171259284,629.4560132026672,405.5137723684311,1.0,674.5161447525024,348.2082234174013,1.0,689.1470365524292,297.7709038257599,1.0,619.8499765247107,303.60675048828125,0.9999998807907104,603.8744913637638,356.0322028361261,1.0
6,697.3928074836731,401.16913628578186,0.9999998807907104,711.9769270420074,351.4359312057495,0.9999984502792358,698.4886726140976,404.2814784049988,0.0028714751824736595,632.3921928405762,407.1514732837677,1.0,678.0587434768677,350.72813510894775,1.0,692.5952425599098,297.37297201156616,1.0,623.558869600296,305.5979940891266,1.0,606.4042613506317,357.1740913391113,1.0
7,700.244111970067,402.7798616886139,1.0,713.4729301929474,350.70044565200806,0.9999912977218628,700.4572509527206,405.54636812210083,0.0021624022629112005,634.6372681856155,408.63343143463135,0.9999997615814209,681.151608467102,352.0386338233948,0.9999998807907104,693.5838968753815,300.0996727794409,1.0,626.010650396347,306.5585745573044,1.0,609.4375295639038,358.4742968082428,1.0
8,703.3904733657837,403.7535171508789,1.0,715.7509911954403,353.2506847381592,0.9999994039535522,627.10755443573,307.38004970550537,0.0018122068140655756,637.3681366443634,409.5934853553772,0.9999996423721313,683.635897487402,352.6307141780853,1.0,697.390932559967,300.07555478066206,0.9999996423721313,627.9404061995447,306.8164896965027,1.0,611.8121126890182,359.45290970802307,1.0
9,706.6646372079849,405.69746708869934,1.0,719.1831426620483,353.72131609916687,0.9999982118606567,705.7095971107483,408.16193199157715,0.0031498472671955824,639.4287157058716,412.0968846902251,0.9999998807907104,686.4166655540466,353.2251863479614,1.0,701.6278710365295,301.18896782398224,0.9999996423721313,630.9042439460754,307.56281808018684,1.0,613.8842972517014,359.74822759628296,1.0
10,709.0001740455627,406.48895287513733,1.0,721.1312341690063,354.43346118927,0.9999791383743286,707.6640062332153,409.0228934288025,0.0018888732884079218,641.9271988868713,412.24765077233315,1.0,689.5060470104218,352.6195487976074,1.0,704.3779630661011,301.87549352645874,0.9999998807907104,632.7778029441833,307.680533349514,1.0,616.6918740272522,360.18399143218994,1.0
11,711.1779882907867,407.76472997665405,1.0,722.2127231359482,354.9477915763855,0.986677885055542,708.8197937011719,409.7259044647217,0.002857533749192953,644.2342228144407,413.0738388299942,0.9999998807907104,692.903509914875,352.71314668655396,1.0,707.5974966585636,302.38751673698425,1.0,635.3483817577362,308.9259139895439,1.0,619.240443110466,359.1140446662903,1.0
12,712.6969757080078,408.4399642944336,1.0,725.7855398654938,353.3225817680359,0.9997376799583435,712.7199149131775,411.00047093629837,0.0030036759562790394,645.6190671920776,415.9449944496155,1.0,696.2975468635559,351.05822348594666,1.0,709.9451719522476,302.3042902946472,0.9999998807907104,638.7759652137756,308.92698925733566,0.9999998807907104,621.3035892248154,358.04621410369873,1.0
13,714.3256763219833,408.4142355918884,0.9999998807907104,729.0521121025085,354.7313207387924,0.9999887943267822,715.9294552132487,411.4529703259468,0.0037680475506931543,644.2206213474274,415.7589225769043,1.0,699.7870533317327,349.7621122598648,0.9999994039535522,712.4045038223267,302.291296005249,0.9999997615814209,641.9569804668427,309.32631611824036,1.0,623.5781531333923,355.2737726569176,1.0
14,716.4607964158058,407.7776107788086,1.0,730.1069451570511,355.4570856690407,0.9999439716339111,714.9922647476196,410.54133439064026,0.0018533848924562335,644.8036207556725,415.440034866333,1.0,701.9814912080765,346.60696935653687,0.9999996423721313,714.0667021274567,302.82177352905273,0.9999997615814209,643.944911018014,309.9980535507202,1.0,625.6382291316986,353.6189308166504,1.0
15,717.644292473793,407.02169466018677,1.0,731.294957280159,356.1435349583626,0.9159775972366333,718.3643386363983,410.3899396657944,0.00450868159532547,645.983106136322,414.34703826904297,0.9999998807907104,703.734194278717,345.0095114707947,1.0,715.9673037454486,303.73910999298096,0.9999998807907104,646.0263962745667,311.65911841392517,1.0,627.3216331601143,350.92083764076233,1.0
