scorer,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000
bodyparts,B1,B1,B1,B2,B2,B2,B3,B3,B3,B4,B4,B4,T1,T1,T1,T2,T2,T2,T3,T3,T3,T4,T4,T4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
25,671.2571475505829,470.8919575214386,1.0,549.8438659906387,497.69811058044434,0.0033901615533977747,552.1700868606567,495.87124824523926,0.9999984502792358,590.9883143901825,469.8273057937622,1.0,659.7337765097618,389.8864514827728,1.0,581.808762550354,385.9414174556732,0.0007295912364497781,544.0615968704224,411.78186871111393,0.9999998807907104,581.4276115894318,382.86417055130005,1.0
26,675.7668541371822,469.42258536815643,1.0,559.0961170196533,495.86199498176575,0.003536178730428219,557.0054211616516,498.78171622753143,0.9999964237213135,596.7747102379799,468.53899359703064,1.0,661.0119187831879,389.06348502635956,1.0,581.8994998931885,385.9823246002197,0.0006779648829251528,545.1422154903412,417.44273114204407,1.0,582.3202817440033,383.2535626888275,1.0
27,681.5796217918396,468.1563228517771,1.0,556.7954493165016,501.68772888183594,0.007371217478066683,560.4094338417053,501.4825168848038,0.9999996423721313,601.2233176231384,468.8252606391907,1.0,662.8145904541016,388.6722100973129,1.0,598.6991386413574,464.2995195388794,0.0008177540730684996,546.2812149524689,424.08105087280273,0.9999998807907104,583.5252757072449,383.8567156791687,1.0
28,684.2664738893509,467.86569018661976,1.0,641.5675315856934,509.48135900497437,0.038035985082387924,564.1938368678093,506.14844369888306,0.9999998807907104,605.5994954109192,469.32312750816345,1.0,663.7208182811737,388.7378931045532,1.0,546.0949859619141,436.7608528137207,0.0014489353634417057,548.3877386450768,429.4186522960663,1.0,585.1465916633606,385.04821395874023,1.0
29,686.7361376285553,467.5724216401577,1.0,645.9279807806015,510.2099964618683,0.09915309399366379,569.3357043266296,509.21289789676666,0.9999983310699463,609.9706892967224,469.1201522350311,1.0,664.7860374450684,388.86138439178467,1.0,601.3838715553284,465.69014167785645,0.0004680792335420847,548.6255437731743,433.35403299331665,1.0,585.9597849845886,386.26615047454834,1.0
30,691.9254730567336,466.6523928642273,1.0,647.9754486083984,511.4565124511719,0.9987707734107971,571.520135551691,513.3746628761292,0.9999997615814209,613.5727032423019,469.73335206508636,1.0,668.5648277997971,389.08652102947235,1.0,585.1812400817871,387.18322318792343,0.00034065867657773197,549.3316221237183,435.92077599465847,1.0,587.985920406878,387.661817073822,1.0
31,695.2917802333832,466.57252860069275,1.0,652.1184672862291,513.2411098480225,0.9999579191207886,576.7015070915222,517.197434425354,0.9999998807907104,617.8924057483673,471.7411472797394,0.9999998807907104,669.8669176101685,390.07417917251587,1.0,565.1864717006683,512.8871922492981,0.0006588826654478908,550.3796792030334,439.6712245941162,0.9999998807907104,590.5337975025177,388.5631546974182,1.0
32,700.0864684507251,467.15095126628876,1.0,655.5419540405273,516.013309805654,0.9999943971633911,578.813315987587,520.0616569519043,0.9999998807907104,621.7330931425095,473.61875438690186,0.9999998807907104,670.1896085739136,390.8103883266449,1.0,576.6671757698059,516.4422626495361,0.0004606498114299029,551.5751557350159,443.05491185188293,0.9999998807907104,592.9309492111206,390.38937759399414,1.0
33,703.8417513370514,467.70206210017204,1.0,658.9978902339935,517.6090178489685,0.9999996423721313,582.7089216709137,523.30378729105,0.9999998807907104,625.8994393348694,474.9931253194809,1.0,670.3180582523346,391.3782820701599,1.0,592.535943031311,393.29474806785583,0.00044006164534948766,553.811577796936,444.7384161353111,0.9999997615814209,595.237783908844,391.5304388999939,1.0
34,709.5873951911926,468.5566307902336,1.0,664.0262002944946,519.4670708179474,0.9999985694885254,585.4075694084167,526.3225846290588,0.9999990463256836,630.8571801185608,476.61632788181305,1.0,672.48583984375,390.9790246486664,1.0,594.5365362167358,394.2876949310303,0.0006275731138885021,555.7862006723881,448.3099293708801,1.0,597.3226397037506,393.0140872001648,1.0
35,713.3784689903259,468.73922127485275,1.0,666.5262372493744,521.0165343284607,0.99964439868927,589.0577970743179,528.8577835559845,0.9999996423721313,635.0392909646034,477.7561491727829,0.9999996423721313,674.9120172262192,392.39569902420044,1.0,597.5151445865631,401.95288276672363,0.0010271245846524835,558.5339772701263,449.8677053451538,0.9999998807907104,598.2923090457916,394.9329442977905,1.0
36,717.4462171792984,470.36492133140564,1.0,669.5015773773193,522.1412734985352,0.9999014139175415,592.4878971576691,532.374011605978,1.0,638.5242552757263,479.1112952232361,0.9999998807907104,677.2305443286896,393.2258925437927,1.0,570.1331008672714,482.65312564373016,0.004554159007966518,559.2810730934143,452.28700363636017,1.0,600.332760810852,395.7125640809536,1.0
37,719.8246896266937,470.82222056388855,1.0,668.009775605984,526.0899593830109,0.990739107131958,595.8513473272324,535.1130931377411,1.0,643.4065440297127,481.24396872520447,1.0,679.5913197994232,394.16566729545593,1.0,599.1861162185669,396.95841735601425,0.0012497093994170427,559.9846858978271,456.4194083213806,1.0,601.6151719093323,397.6090496778488,0.9999998807907104
38,725.4085838794708,472.27453660964966,1.0,667.2316311597824,530.5713834762573,0.17893582582473755,597.269373178482,536.9497489929199,1.0,647.0544888973236,483.0134498476982,1.0,682.0302457809448,394.7261383533478,0.9999996423721313,687.3592290878296,401.0567772388458,0.000947569846175611,561.4854102134705,459.01757115125656,1.0,603.5977703928947,398.8960123062134,1.0
39,727.503698348999,472.5734624862671,1.0,600.0557951927185,539.25171905756,0.004339550621807575,601.6518816947937,539.8347845077515,0.9999991655349731,651.6158797740936,485.5694968700409,1.0,685.7239398956299,394.70453786849976,0.9999994039535522,688.4708094596863,402.4856289625168,0.000717084389179945,562.9841884374619,459.88694735616446,1.0,606.688642501831,400.01929330825806,1.0
40,731.7604120522738,475.23600912094116,0.9999997615814209,738.9533371925354,480.0680658817291,0.006942891515791416,603.0019486546516,541.0255153179169,0.9999995231628418,655.2737431526184,489.2830185890198,0.9999998807907104,688.6534950733185,395.357703268528,1.0,701.6625487804413,396.5728496313095,0.0009173493017442524,564.5248972773552,460.0164108276367,1.0,609.2925434112549,401.49998807907104,1.0
41,735.8858528137207,477.6822348833084,1.0,607.786199092865,541.8184953927994,0.003053500782698393,605.0576461553574,542.4011235237122,0.9999995231628418,659.4870590567589,492.1879742592573,1.0,692.9484496116638,395.1018451452255,1.0,704.0181040763855,395.156416118145,0.0015886122127994895,566.5033967494965,458.3729290962219,1.0,612.8221796154976,402.5499919652939,1.0
42,739.1507698893547,478.7687406539917,1.0,608.483035326004,541.6936507225037,0.0022693704813718796,605.8073939085007,543.3329563140869,0.9999995231628418,661.7763576507568,497.2798879146576,1.0,698.0264763832092,395.08584719896317,0.9999998807907104,614.6907157897949,407.2297353744507,0.0007966908742673695,568.1779141426086,456.13245725631714,1.0,616.561231136322,403.6115875542164,1.0
43,739.7105594873428,483.1808099746704,1.0,749.214897274971,477.5526587963104,0.002066537970677018,604.7055502533913,542.5181922912598,0.9999988079071045,663.0886783599854,502.531334400177,1.0,704.4631259441376,395.57925432920456,1.0,716.9603577852249,396.97464883327484,0.0008115372038446367,570.4462035894394,451.65287816524506,1.0,623.1054232120514,404.89790630340576,1.0
44,742.0884532928467,487.10194849967957,1.0,674.2665579319,508.4014769792557,0.0018102350877597928,603.7649265229702,539.8987011909485,0.9999992847442627,665.4166302680969,508.8900512456894,0.9999998807907104,711.2825644016266,397.16670191287994,1.0,720.1774392127991,395.92261285334826,0.0008167342166416347,572.6368631720543,445.4798541069031,0.9999998807907104,628.5723184347153,406.78440833091736,1.0
45,743.7748477458954,493.8656116724014,1.0,675.4953851103783,514.6780377626419,0.0013246507151052356,603.1067252755165,536.571674823761,0.9999996423721313,665.86949634552,516.1690961420536,1.0,719.2507660388947,400.0622899532318,1.0,663.2663383483887,510.43779945373535,0.0007905731326900423,574.15860247612,439.09687662124634,1.0,635.0081141591072,408.9738793373108,1.0
46,745.5111155509949,498.63050723075867,1.0,674.2307051420212,521.6513202190399,0.0019302626606076956,601.7333354949951,532.7181163430214,0.9999996423721313,665.2530398368835,521.5483541488647,0.9999997615814209,726.5486648082733,402.56833124160767,1.0,639.0883045196533,418.3201837539673,0.0010649024043232203,579.0577774047852,432.2942910194397,1.0,640.0020325183868,412.72476893663406,1.0
47,742.5572164058685,507.52765318751335,0.9999998807907104,751.2737209796906,505.6112473011017,0.00117521733045578,600.1458926200867,528.4735651016235,0.9999986886978149,664.8174262046814,527.5477905273438,0.9999998807907104,732.4553235471249,406.12770676612854,1.0,645.4271343946457,419.3168601989746,0.0005729339318349957,582.170565366745,426.1599169969559,1.0,644.7919289469719,416.1222643852234,1.0
48,742.456915140152,511.47134494781494,1.0,753.0433883666992,506.82705330848694,0.0010649748146533966,598.1553204059601,523.7562405914068,0.9999994039535522,664.149003982544,532.7882048487663,1.0,737.261816740036,409.241858959198,1.0,750.7500696182251,412.368055075407,0.0005474964855238795,584.3872075080872,420.92827051877975,0.9999998807907104,651.340877532959,419.62077966332436,1.0
49,743.8529510498047,514.8753765821457,1.0,597.9876607656479,522.1900358200073,0.0021563854534178972,597.160316824913,520.2113456726074,0.9999994039535522,664.302517414093,535.7077560424805,1.0,742.4537537097931,413.3016059398651,1.0,661.3890476226807,529.8366792201996,0.0006957518053241074,588.9689346551895,416.6265516281128,1.0,655.9620432853699,424.5320258140564,1.0
50,743.0395107269287,518.800764799118,1.0,595.9011220186949,405.51266384124756,0.001004343619570136,595.2530578970909,514.9192422628403,0.9999996423721313,662.9410860538483,540.8383021354675,1.0,747.2423633933067,417.3893768787384,1.0,677.7031680345535,403.55346143245697,0.01915859431028366,591.9495644569397,410.8585352897644,0.9999979734420776,660.7931577563286,428.92597168684006,1.0
51,742.3767650127411,523.5727131068707,1.0,751.9809670448303,521.9183413982391,0.0017022952670231462,593.964549779892,509.629306435585,0.9999991655349731,660.0967389792204,543.0126719474792,1.0,751.1775002479553,422.4410021305084,1.0,686.7560658454895,392.05935049057007,0.9891736507415771,595.0593190193176,405.76478934288025,0.9999998807907104,665.0475225448608,434.38414192199707,1.0
52,741.8088322877884,526.352744102478,1.0,751.2835471630096,522.8025060892105,0.0021102249156683683,591.6790108680725,504.49863958358765,0.9999995231628418,655.2835392951965,544.6957788467407,1.0,755.4371221065521,428.35584181547165,1.0,696.159188747406,388.74619096517563,0.9999992847442627,601.6348688602448,399.73301362991333,0.9999866485595703,669.7530077695847,439.0406777858734,1.0
53,737.8696675300598,528.2077715396881,1.0,747.4185372591019,523.8600197285414,0.004042087588459253,588.715067923069,495.3904571533203,0.9999979734420776,652.1657804995775,544.4664795398712,0.9999997615814209,758.2212789058685,434.335165977478,1.0,700.368362814188,385.6510558128357,0.9999997615814209,606.8368968963623,389.3951907157898,0.0378093346953392,671.441162109375,445.0203356742859,1.0
54,734.5920355319977,529.0855708122253,0.9999996423721313,743.99214220047,523.6646422147751,0.008624003268778324,587.1567332148552,488.2309556007385,0.9999985694885254,646.1987707614899,544.3083333969116,1.0,761.8294744491577,439.80248069763184,1.0,705.459721326828,383.42940282821655,0.9999998807907104,608.6313710212708,389.6393655538559,0.9999996423721313,673.6121108531952,449.1368479728699,1.0
55,731.0749724507332,529.7134199142456,0.9999998807907104,740.2743339538574,525.0311818122864,0.004096155520528555,585.7913937568665,476.104882389307,0.9999947547912598,643.5616154670715,542.4664509296417,1.0,763.3716409802437,443.77122861146927,0.9999992847442627,709.2971181869507,379.92928437143564,0.9999995231628418,611.7459873557091,386.08736658096313,0.9999978542327881,675.4292922019958,451.40946143865585,1.0
56,727.1109483242035,528.3078389167786,0.9999998807907104,734.7898218631744,523.3018433451653,0.001993747428059578,584.7793979644775,468.84923779964447,0.999996542930603,638.7571468353271,538.098526597023,0.9999997615814209,765.1921721696854,444.7260274887085,0.9999994039535522,713.1322011947632,375.93572521209717,0.9999992847442627,614.9916183948517,380.370333135128,0.999977707862854,674.8493719100952,452.90759551525116,1.0
57,723.4134920835495,525.6384018659592,0.9999992847442627,731.5665312707424,522.8105912208557,0.006204922217875719,584.257785320282,458.4326595067978,0.9999783039093018,634.3048853874207,532.3537570238113,0.9999998807907104,764.7477159500122,447.1719102859497,0.9999996423721313,716.9013878703117,371.5617344677448,0.9999997615814209,619.7643807530403,373.1032484769821,0.9999994039535522,674.7257982492447,452.23454877734184,1.0
58,721.7260053157806,520.1397428512573,0.9999994039535522,770.8538155555725,446.58826446533203,0.003012104192748666,582.7806112766266,449.09309124946594,0.9999938011169434,631.4684159755707,528.2432286739349,1.0,764.9261295199394,445.1167447566986,0.9999951124191284,720.6079235076904,366.7766933441162,0.9999994039535522,620.9405583739281,367.7995443344116,0.9999957084655762,674.2047361135483,447.9412832260132,1.0
59,719.8978409767151,515.9296738132834,0.9999996423721313,723.2531974315643,514.627313375473,0.0030604577623307705,583.0967543125153,443.19337010383606,0.9999567270278931,629.4468537569046,522.8143358230591,1.0,764.9516332149506,442.0295886993408,0.9999980926513672,718.5721578598022,362.59666442871094,0.9999991655349731,622.7907495498657,359.1516420841217,0.9999974966049194,674.1215283870697,441.13422298431396,0.9999998807907104
60,717.7900726795197,511.852725982666,0.9999982118606567,723.3434660434723,508.589038670063,0.010923909023404121,582.6318216323853,436.68716341257095,0.9999954700469971,628.2865726351738,516.3912742137909,1.0,766.334067106247,435.76911422610283,1.0,719.0305850505829,358.03403759002686,0.9999996423721313,623.2918009757996,353.6662678718567,0.9999982118606567,674.028737783432,433.55212020874023,1.0
