scorer,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000,DeepCut_resnet50_RubiksCubeJul27shuffle1_600000
bodyparts,B1,B1,B1,B2,B2,B2,B3,B3,B3,B4,B4,B4,T1,T1,T1,T2,T2,T2,T3,T3,T3,T4,T4,T4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
25,564.6897585988045,663.8511171340942,0.9999998807907104,657.5031695365906,620.4052098095417,0.005999843589961529,563.6730666160583,665.1943035125732,0.0031987957190722227,641.1595523357391,611.6868560612202,1.0,575.4610414505005,693.6723712682724,1.0,632.5345749855042,773.4108130931854,1.0,716.2820129394531,713.1960573196411,1.0,660.3054392039776,634.7394676208496,1.0
26,560.1290652751923,658.0741416215897,0.9999998807907104,580.2563945055008,693.1130886077881,0.009187093935906887,712.9070065021515,716.6092790365219,0.0007973178289830685,635.9059610366821,605.3752703666687,0.9999991655349731,573.8142040967941,690.1534798145294,1.0,630.2393054962158,767.2616987228394,1.0,712.1408658027649,706.8718972206116,1.0,658.5297923088074,630.7672805786133,1.0
27,555.9659123308957,652.3183789253235,0.9999992847442627,645.1675138473511,601.3656024932861,0.00361444684676826,710.9086875915527,709.7758818864822,0.00223340280354023,631.3768899440765,598.8583769798279,1.0,575.0357251167297,685.9977416992188,0.9999997615814209,629.3098322153091,761.9092116355896,1.0,709.9260144233704,700.5802710652351,1.0,656.6392424106598,627.1925871372223,1.0
28,552.9446120262146,646.9797339439392,0.9999998807907104,640.6569724082947,597.3985562324524,0.006846737582236528,551.0749015808105,648.0957887172699,0.0017747224774211645,627.5498962700367,593.5073647499084,1.0,573.5250210762024,681.8966372013092,0.9999997615814209,627.4232505559921,755.0949127078056,1.0,707.1847850084305,692.8319246768951,1.0,655.0963282585144,622.0340716838837,0.9999998807907104
29,548.322403728962,640.8297519683838,1.0,579.6437996029854,678.224925994873,0.0017983972793444991,704.0430109500885,695.6986765861511,0.0008543573785573244,621.6622743606567,585.7014274597168,0.9999994039535522,571.9729451909661,676.7440012693405,0.9999998807907104,626.0163551568985,747.3769332170486,1.0,703.4882364273071,685.2802121639252,1.0,652.7720912098885,614.9802691936493,1.0
30,544.4826221466064,635.4903769493103,0.9999998807907104,628.0081214904785,582.5230669975281,0.0017489674501121044,703.9906120300293,686.8541703224182,0.001458371290937066,617.640558719635,580.331213414669,1.0,571.256428539753,670.2774200439453,0.9999996423721313,623.7114284038544,741.0962812900543,1.0,700.5578722953796,677.9191154241562,1.0,650.6244480609894,609.258992433548,1.0
31,541.307669043541,629.8847283124924,1.0,627.8697504997253,577.9244525432587,0.001352535793557763,696.5396926403046,679.8767991065979,0.0016138885403051972,612.7731964588165,573.7307233810425,0.9999998807907104,569.8646559715271,664.4250092506409,0.9999982118606567,620.9569268226624,732.5010080337524,0.9999996423721313,696.9130477905273,670.7130982875824,1.0,646.6223185062408,602.0636342763901,0.9999998807907104
32,537.7750358581543,624.2458934783936,1.0,574.4116458892822,663.212198972702,0.0014862141106277704,694.4856557846069,670.5119676589966,0.0010015859734266996,609.1487104892731,566.5935955047607,1.0,567.1829478740692,656.3957643508911,0.9999996423721313,618.9638020992279,726.0655641555786,1.0,692.8285145759583,662.598881483078,1.0,644.8456380367279,595.7789794057608,1.0
33,533.6730937957764,618.389856338501,1.0,613.1459827423096,563.289716720581,0.0006546208169311285,691.722165107727,662.1447379589081,0.0014177359407767653,604.4271686971188,561.0198369026184,1.0,565.5561408996582,652.8084217309952,0.9999998807907104,615.898758649826,719.0611310005188,0.9999998807907104,690.0092227458954,655.5103423595428,1.0,640.954249382019,589.5186560153961,1.0
34,530.7218356132507,613.05002617836,1.0,613.7767372131348,560.247136592865,0.001165643217973411,530.8385200500488,615.0091533660889,0.0013729268684983253,600.4811792373657,555.2880845665932,0.9999998807907104,563.8070756793022,644.1686526685953,1.0,613.4314651489258,712.5471353530884,1.0,686.0078439712524,648.0512299537659,1.0,637.9607524871826,582.1086242198944,1.0
35,526.4143509864807,607.7498559951782,0.9999998807907104,677.0362415313721,636.9053865671158,0.001744891400448978,682.3992695808411,651.8944930657744,0.0017528788885101676,597.4114036560059,548.8278056383133,1.0,561.9299335479736,638.7507753372192,1.0,610.2671291828156,705.0337045192719,1.0,682.4596962928772,641.4875869750977,1.0,635.0739700198174,576.9072694778442,1.0
36,523.219088613987,601.1856899261475,0.9999998807907104,606.8374073505402,545.9046130180359,0.0011798212071880698,679.279182434082,644.8679546117783,0.0016672956990078092,592.2911381721497,542.7803692817688,0.9999998807907104,559.8825016021729,632.5695734024048,1.0,608.4333899021149,697.8457508087158,1.0,679.9254784584045,634.0876479148865,1.0,631.6154174804688,569.4058818817139,1.0
37,520.2585706710815,595.434841632843,1.0,675.3955221176147,621.6147217750549,0.0011691978434100747,678.3046941757202,635.5366262197495,0.001876985770650208,588.7802899479866,536.6272802352905,0.9999998807907104,558.9246819019318,625.7109968662262,1.0,605.7081763744354,690.5024498701096,1.0,676.3885692954063,627.3868361711502,1.0,629.587174654007,562.615882396698,1.0
38,517.5112134218216,590.3594615459442,1.0,527.5379703044891,588.7065637111664,0.0008358111372217536,516.3913993835449,592.5290415287018,0.001207237015478313,585.1993579864502,531.8091837614775,1.0,556.1907335221767,618.0021505355835,1.0,603.9882373977453,682.9924654960632,0.9999995231628418,673.590906381607,619.1285926699638,1.0,625.7644629478455,554.1758732795715,1.0
39,514.672345161438,583.6837632656097,1.0,595.8115553855896,529.3575549125671,0.0007080588839016855,514.4170746803284,585.4130291938782,0.0014303821371868253,581.3034375905991,525.7603821754456,1.0,553.4206600189209,609.5668332576752,1.0,601.6472225189209,675.746544957161,1.0,671.1946880817413,611.6874062120914,1.0,622.1377441883087,546.5156542062759,1.0
40,511.3402135372162,578.7351276874542,1.0,589.7055863142014,519.8600001335144,0.001145775313489139,665.9843945503235,614.8823878765106,0.001007101614959538,576.4618706703186,520.0551557540894,1.0,550.2620260715485,601.7033109664917,1.0,599.1661336421967,668.1010164916515,1.0,667.4646649360657,604.0791785046458,0.9999997615814209,619.1448062062263,537.864586353302,1.0
41,509.93173360824585,573.9386601448059,0.9999996423721313,581.2098546028137,515.3082275390625,0.0015068206703290343,509.8556739091873,577.3860604763031,0.0011673850240185857,574.8911230564117,515.5267682373524,1.0,544.2806670665741,591.7347993850708,1.0,596.3138331770897,660.5259045958519,1.0,664.6224937438965,596.7720443606377,1.0,614.1279006004333,529.3504614830017,1.0
42,507.24695360660553,568.2203040122986,1.0,580.8495426177979,514.6310176849365,0.0013704473385587335,504.43360328674316,569.6779253482819,0.0013231143821030855,571.4492133259773,511.2106909751892,1.0,538.6863255500793,584.0288677215576,1.0,593.5271351337433,652.6720269322395,1.0,661.542590379715,588.959726691246,1.0,610.312866806984,520.8707046508789,1.0
43,506.38380205631256,564.5077089071274,1.0,582.8071413040161,507.5289331674576,0.001225238898769021,506.018404006958,567.3618659973145,0.0011773372534662485,568.9432964324951,507.9599553011358,0.9999997615814209,532.4030162394047,574.1396844387054,1.0,590.0145781040192,645.2624808549881,1.0,658.4564867019653,580.5530907511711,1.0,603.5323663651943,510.3652992248535,1.0
44,504.10399532318115,561.2797536849976,0.9999983310699463,659.7269811630249,565.9519950151443,0.04310648515820503,502.32967472076416,563.4709779024124,0.001479667262174189,569.0332417488098,503.1785776615143,0.9999991655349731,525.0817096233368,565.8116501569748,1.0,586.1256637573242,637.6413427591324,0.9999997615814209,657.1288363933563,572.754895567894,0.9999822378158569,596.7021024227142,500.32411912083626,1.0
45,504.53578901290894,557.8847761154175,0.9460346102714539,644.0977163314819,557.5024528503418,0.000661293335724622,648.8087513446808,572.5915207862854,0.000983042293228209,102.91759729385376,466.1947499513626,0.0006051539094187319,519.0898590087891,556.4911467730999,1.0,581.3697072267532,629.0532423257828,1.0,648.4898567199707,562.7033894062042,1.0,590.2066025733948,495.34015130996704,1.0
46,502.3377022743225,555.9735568221658,0.06418353319168091,642.2803392410278,554.2005432844162,0.002191925887018442,644.3630151748657,560.9509491920471,0.001397584448568523,580.5751094818115,623.2407147884369,0.0006949210655875504,512.7502870559692,547.7480882406235,1.0,576.7733237743378,620.5793186426163,1.0,646.7587323188782,557.9939966201782,1.0,585.4977703094482,486.5964810848236,1.0
47,500.49672254920006,543.0697209835052,0.0006028138450346887,642.5714468955994,542.7394433021545,0.0005762071814388037,639.3637719154358,558.681188583374,0.0007079333299770951,503.0376968383789,532.3269516825676,0.0005969895864836872,508.65630173683167,539.3313772082329,0.9999995231628418,571.0084204077721,611.0827973484993,1.0,643.1049124598503,549.6217683553696,1.0,579.9819300062954,479.5131390094757,1.0
48,499.14446544647217,542.1385235786438,0.0004988879081793129,553.0580525398254,607.7256464958191,0.00040261761751025915,638.2753961086273,545.6790390014648,0.0006929962546564639,570.9415409564972,466.48358249664307,0.001276147086173296,504.428503036499,530.8115274906158,1.0,566.8988285064697,601.3552923202515,1.0,639.3773908615112,539.8003631979227,1.0,575.8471007347107,472.6997346878052,1.0
49,556.5485050678253,599.8010149002075,0.001362455077469349,563.613387554884,613.357608795166,0.9715895652770996,626.1956424713135,566.3312735557556,0.9999736547470093,561.9721913337708,605.3880457878113,0.0017989922780543566,500.78108978271484,523.9202032089233,1.0,562.6341874599457,592.5450248718262,1.0,634.6318885087967,532.7750685214996,1.0,572.2478009909391,466.33847630023956,1.0
50,627.621473133564,557.5323209762573,0.003770749783143401,564.2207337319851,612.9095122218132,0.9999932050704956,630.1811108589172,559.6550846099854,0.9999995231628418,559.4852557182312,608.8836841583252,0.0017985828453674912,497.59011459350586,516.9778705239296,1.0,557.8202874660492,582.8765568733215,1.0,629.6457561254501,523.3078927993774,1.0,568.6489500999451,460.6578495502472,1.0
51,630.4069454669952,554.4411873817444,0.01369370799511671,564.3410151004791,610.1447710990906,1.0,632.184033870697,557.7908809185028,0.9999957084655762,565.0907411575317,448.8527617454529,0.0006451611407101154,494.49301624298096,512.008793592453,1.0,552.3709297180176,575.2774541378021,1.0,626.6493308544159,513.2796602249146,1.0,566.0845646858215,456.3666572570801,1.0
52,630.1520297527313,548.8394589424133,0.0017292200354859233,564.463708281517,607.6754002571106,1.0,632.2004656791687,553.7329835891724,0.9999966621398926,563.80443623662,609.1172409057617,0.0012483091559261084,491.13330215215683,506.75650548934937,0.9999997615814209,547.2872286438942,565.5842227935791,1.0,621.6890269517899,505.99534797668457,1.0,563.0876539349556,452.18036518990993,1.0
53,482.64644861221313,499.53720903396606,0.0004970773006789386,564.1658311933279,605.4466640949249,1.0,633.114278793335,551.4157919883728,0.9999983310699463,563.5204445123672,608.3010101318359,0.0007266464526765049,489.10678815841675,502.6337194442749,1.0,541.1879563331604,557.3473250865936,0.9999998807907104,616.1080617904663,497.8080961704254,1.0,561.6619367599487,448.85878467559814,1.0
54,527.1403062343597,553.336030960083,0.0007047235267236829,564.1621527820826,603.5162415504456,1.0,634.4678188562393,547.5613532066345,0.999998927116394,563.6214672327042,601.572169303894,0.000522135233040899,487.2394874095917,499.41601341962814,1.0,536.8904819488525,550.0899925231934,1.0,610.154629945755,490.5893120765686,1.0,559.9733414649963,447.30039620399475,1.0
55,527.2104671001434,550.3589873313904,0.0022494466975331306,563.7574971318245,600.2072143554688,1.0,635.680112361908,544.8975868225098,0.9999991655349731,556.560768187046,437.4967317581177,0.0010445939842611551,487.2668595314026,496.73198556900024,1.0,531.8193860501051,544.5072288513184,1.0,606.0513029098511,483.3837941288948,1.0,558.6260375976562,444.63242226839066,1.0
56,479.1581244468689,486.7973110675812,0.0006223814561963081,563.8422138243914,597.5036268234253,1.0,635.9117280319333,542.8224101066589,0.9999986886978149,556.041400115937,436.63298988342285,0.0017105401493608952,486.7656581401825,494.60163736343384,1.0,527.6785326004028,538.3640661239624,1.0,602.125580906868,478.3969478607178,1.0,558.5423951148987,443.6243314445019,1.0
57,478.99183917045593,486.5672507286072,0.0005250421236269176,563.6759613454342,595.8145551681519,1.0,637.3521755933762,539.7742965817451,0.9999969005584717,563.7496348619461,596.5004091262817,0.0010604801354929805,486.46572375297546,493.1118811368942,1.0,523.1705151796341,532.7052163481712,1.0,599.563737154007,473.1309518814087,1.0,557.3708938360214,439.79139041900635,1.0
58,637.2598819732666,534.027019739151,0.0009637191542424262,563.2346456646919,594.0148988962173,1.0,637.9624524116516,536.5687656402588,0.9999972581863403,563.3721719384193,595.0908126831055,0.0014313202118501067,486.0985028743744,490.66858530044556,1.0,519.6352365016937,529.2098395824432,1.0,597.4755936861038,468.7399782538414,1.0,558.055780172348,438.1303005218506,1.0
59,638.2229318618774,531.5696360766888,0.0008894882630556822,563.2288489937782,592.880795955658,1.0,638.5001513957977,533.4099091291428,0.9999988079071045,563.0594494342804,594.5230522155762,0.002644253196194768,486.25428771972656,488.8776936531067,1.0,516.9727783799171,527.7240843772888,1.0,596.4906944036484,466.7829896211624,1.0,557.1941398382187,435.89890955388546,1.0
60,638.2141265869141,529.6155521869659,0.0008430200978182256,563.5938909649849,591.2361121177673,1.0,638.4008545875549,531.2198032736778,0.9999990463256836,563.2063186168671,593.3215284347534,0.004142254590988159,485.46413111686707,487.21584725379944,1.0,516.6629112362862,527.2635312080383,1.0,595.5662709772587,465.2284619808197,1.0,557.2901842594147,433.84451150894165,1.0
61,478.61798763275146,482.39892768859863,0.0004660679551307112,564.1610241383314,589.5680646896362,1.0,639.0345523357391,529.3374176025391,0.9999994039535522,563.7022910416126,592.2335233688354,0.0024297302588820457,484.4660406410694,485.4988534450531,1.0,516.494457423687,528.7891550064087,1.0,594.6240638494492,464.14584732055664,1.0,556.6204344630241,431.94217681884766,1.0
